dataset,filename,annotator1,annotator2
dataset1,2022_07_07T10_59_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_00_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_01_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_02_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_03_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_04_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_05_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_06_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_07_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_08_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_09_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_10_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_11_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_12_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_13_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_14_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_15_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_16_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_17_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_18_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_19_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_20_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_21_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_22_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_23_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_24_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_25_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_26_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_27_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_28_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_29_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_30_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_31_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_32_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_33_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_34_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_35_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_36_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_37_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_38_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_39_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_40_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_41_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_42_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_43_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_44_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_45_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_46_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_47_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_48_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_49_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_50_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_51_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_52_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_53_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_54_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_55_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_56_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_57_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_43.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_58_53.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_03.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_13.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_23.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_33.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_42.wav,FINISHED,FINISHED
dataset1,2022_07_07T11_59_52.wav,FINISHED,FINISHED