dataset,filename,jbeesa,mtorte
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_19_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_19_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_19_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_19_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_20_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_21_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_22_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_23_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_00_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_01_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_02_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_03_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_04_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_05_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_06_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_07_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_08_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_09_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_10_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_11_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_12_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_13_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_14_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_15_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_16_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_17_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_18_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_02_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_03_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_04_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_08_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_09_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_00_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_10_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_20_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_30_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_40_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_11_50_00.wav,FINISHED,CREATED
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_12_00_00.wav,FINISHED,CREATED
